Timestamp,IR,BPM,HR
2025-07-11 17:42:06,744.0,43.17,40.0
2025-07-11 17:42:06,758.0,43.17,40.0
2025-07-11 17:42:06,779.0,43.17,40.0
2025-07-11 17:42:06,792.0,43.17,40.0
2025-07-11 17:42:06,760.0,43.17,40.0
2025-07-11 17:42:06,779.0,43.17,40.0
2025-07-11 17:42:06,780.0,43.17,40.0
2025-07-11 17:42:06,767.0,43.17,40.0
2025-07-11 17:42:06,753.0,43.17,40.0
2025-07-11 17:42:06,800.0,43.17,40.0
2025-07-11 17:42:06,783.0,43.17,40.0
2025-07-11 17:42:06,738.0,43.17,40.0
2025-07-11 17:42:06,742.0,43.17,40.0
2025-07-11 17:42:06,799.0,43.17,40.0
2025-07-11 17:42:06,794.0,43.17,40.0
2025-07-11 17:42:06,828.0,43.17,40.0
2025-07-11 17:42:06,820.0,43.17,40.0
2025-07-11 17:42:06,833.0,43.17,40.0
2025-07-11 17:42:06,870.0,43.17,40.0
2025-07-11 17:42:06,924.0,43.17,40.0
2025-07-11 17:42:06,939.0,43.17,40.0
2025-07-11 17:42:06,964.0,43.17,40.0
2025-07-11 17:42:06,1037.0,43.17,40.0
2025-07-11 17:42:06,1052.0,43.17,40.0
2025-07-11 17:42:06,1044.0,43.17,40.0
2025-07-11 17:42:06,1028.0,43.17,40.0
2025-07-11 17:42:06,1104.0,43.17,40.0
2025-07-11 17:42:06,8492.0,43.17,40.0
2025-07-11 17:42:06,12431.0,43.17,40.0
2025-07-11 17:42:06,18123.0,43.17,40.0
2025-07-11 17:42:06,30641.0,43.17,40.0
2025-07-11 17:42:06,61669.0,43.17,40.0
2025-07-11 17:42:06,88795.0,43.17,40.0
2025-07-11 17:42:06,95311.0,43.17,40.0
2025-07-11 17:42:07,96672.0,43.17,40.0
2025-07-11 17:42:07,98185.0,43.17,40.0
2025-07-11 17:42:07,102181.0,43.17,40.0
2025-07-11 17:42:07,106923.0,43.17,40.0
2025-07-11 17:42:07,108382.0,43.17,40.0
2025-07-11 17:42:07,108428.0,43.17,40.0
2025-07-11 17:42:07,108651.0,43.17,40.0
2025-07-11 17:42:07,109358.0,43.17,40.0
2025-07-11 17:42:07,110571.0,43.17,40.0
2025-07-11 17:42:07,111948.0,43.17,40.0
2025-07-11 17:42:07,112884.0,43.17,40.0
2025-07-11 17:42:07,113570.0,43.17,40.0
2025-07-11 17:42:07,114000.0,43.17,40.0
2025-07-11 17:42:07,114332.0,43.17,40.0
2025-07-11 17:42:07,114622.0,43.17,40.0
2025-07-11 17:42:07,114765.0,43.17,40.0
2025-07-11 17:42:07,117805.0,43.17,40.0
2025-07-11 17:42:07,118027.0,43.17,40.0
2025-07-11 17:42:07,118163.0,43.17,40.0
2025-07-11 17:42:07,118271.0,43.17,40.0
2025-07-11 17:42:07,118521.0,43.17,40.0
2025-07-11 17:42:07,118771.0,43.17,40.0
2025-07-11 17:42:07,119032.0,43.17,40.0
2025-07-11 17:42:07,119192.0,43.17,40.0
2025-07-11 17:42:07,119312.0,43.17,40.0
2025-07-11 17:42:07,119211.0,43.17,40.0
2025-07-11 17:42:07,118206.0,43.17,40.0
2025-07-11 17:42:07,118331.0,43.17,40.0
2025-07-11 17:42:07,118425.0,43.17,40.0
2025-07-11 17:42:07,118560.0,43.17,40.0
2025-07-11 17:42:07,118684.0,43.17,40.0
2025-07-11 17:42:07,118779.0,43.17,40.0
2025-07-11 17:42:08,118820.0,43.17,40.0
2025-07-11 17:42:08,118901.0,43.17,40.0
2025-07-11 17:42:08,119054.0,43.17,40.0
2025-07-11 17:42:08,119239.0,43.17,40.0
2025-07-11 17:42:08,119364.0,43.17,40.0
2025-07-11 17:42:08,119981.0,43.17,40.0
2025-07-11 17:42:08,120089.0,43.17,40.0
2025-07-11 17:42:08,120200.0,43.17,40.0
2025-07-11 17:42:08,120270.0,43.17,40.0
2025-07-11 17:42:08,120383.0,43.17,40.0
2025-07-11 17:42:08,120550.0,43.17,40.0
2025-07-11 17:42:08,120670.0,43.17,40.0
2025-07-11 17:42:08,120758.0,43.17,40.0
2025-07-11 17:42:08,120776.0,43.17,40.0
2025-07-11 17:42:08,120845.0,43.17,40.0
2025-07-11 17:42:08,120876.0,43.17,40.0
2025-07-11 17:42:08,120877.0,43.17,40.0
2025-07-11 17:42:08,120902.0,43.17,40.0
2025-07-11 17:42:08,120926.0,43.17,40.0
2025-07-11 17:42:08,120962.0,43.17,40.0
2025-07-11 17:42:08,121037.0,43.17,40.0
2025-07-11 17:42:08,121040.0,43.17,40.0
2025-07-11 17:42:08,121086.0,43.17,40.0
2025-07-11 17:42:08,121107.0,43.17,40.0
2025-07-11 17:42:08,121158.0,43.17,40.0
2025-07-11 17:42:08,121138.0,43.17,40.0
2025-07-11 17:42:08,121104.0,43.17,40.0
2025-07-11 17:42:08,120918.0,43.17,40.0
2025-07-11 17:42:08,120783.0,43.17,40.0
2025-07-11 17:42:08,120711.0,43.17,40.0
2025-07-11 17:42:08,120646.0,43.17,40.0
2025-07-11 17:42:08,120674.0,43.17,40.0
2025-07-11 17:42:09,120695.0,43.17,40.0
2025-07-11 17:42:09,120860.0,43.17,40.0
2025-07-11 17:42:09,120846.0,43.17,40.0
2025-07-11 17:42:09,120844.0,43.17,40.0
2025-07-11 17:42:09,120886.0,43.17,40.0
2025-07-11 17:42:09,120952.0,43.17,40.0
2025-07-11 17:42:09,121002.0,43.17,40.0
2025-07-11 17:42:09,121012.0,43.17,40.0
2025-07-11 17:42:09,121001.0,43.17,40.0
2025-07-11 17:42:09,120977.0,43.17,40.0
2025-07-11 17:42:09,121007.0,43.17,40.0
2025-07-11 17:42:09,120996.0,43.17,40.0
2025-07-11 17:42:09,120972.0,43.17,40.0
2025-07-11 17:42:09,120944.0,43.17,40.0
2025-07-11 17:42:09,120982.0,43.17,40.0
2025-07-11 17:42:09,120974.0,43.17,40.0
2025-07-11 17:42:09,121067.0,43.17,40.0
2025-07-11 17:42:09,121080.0,43.17,40.0
2025-07-11 17:42:09,121063.0,43.17,40.0
2025-07-11 17:42:09,121058.0,43.17,40.0
2025-07-11 17:42:09,121115.0,43.17,40.0
2025-07-11 17:42:09,121057.0,43.17,40.0
2025-07-11 17:42:09,121044.0,43.17,40.0
2025-07-11 17:42:09,121015.0,43.17,40.0
2025-07-11 17:42:09,121047.0,43.17,40.0
2025-07-11 17:42:09,121023.0,43.17,40.0
2025-07-11 17:42:09,121032.0,43.17,40.0
2025-07-11 17:42:09,121177.0,43.17,40.0
2025-07-11 17:42:09,121173.0,43.17,40.0
2025-07-11 17:42:09,121224.0,43.17,40.0
2025-07-11 17:42:09,121193.0,43.17,40.0
2025-07-11 17:42:09,121166.0,43.17,40.0
2025-07-11 17:42:10,121184.0,43.17,40.0
2025-07-11 17:42:10,121222.0,43.17,40.0
2025-07-11 17:42:10,121235.0,43.17,40.0
2025-07-11 17:42:10,121245.0,43.17,40.0
2025-07-11 17:42:10,121296.0,43.17,40.0
2025-07-11 17:42:10,121322.0,43.17,40.0
2025-07-11 17:42:10,121273.0,43.17,40.0
2025-07-11 17:42:10,121269.0,43.17,40.0
2025-07-11 17:42:10,121229.0,43.17,40.0
2025-07-11 17:42:10,121218.0,43.17,40.0
2025-07-11 17:42:10,121264.0,43.17,40.0
2025-07-11 17:42:10,121273.0,43.17,40.0
2025-07-11 17:42:10,121295.0,43.17,40.0
2025-07-11 17:42:10,121312.0,43.17,40.0
2025-07-11 17:42:10,121389.0,43.17,40.0
2025-07-11 17:42:10,121392.0,43.17,40.0
2025-07-11 17:42:10,121575.0,43.17,40.0
2025-07-11 17:42:10,121576.0,43.17,40.0
2025-07-11 17:42:10,121588.0,43.17,40.0
2025-07-11 17:42:10,121679.0,43.17,40.0
2025-07-11 17:42:10,121711.0,43.17,40.0
2025-07-11 17:42:10,121746.0,43.17,40.0
2025-07-11 17:42:10,121761.0,43.17,40.0
2025-07-11 17:42:10,121811.0,43.17,40.0
2025-07-11 17:42:10,121793.0,43.17,40.0
2025-07-11 17:42:10,121753.0,43.17,40.0
2025-07-11 17:42:10,121691.0,43.17,40.0
2025-07-11 17:42:10,120275.0,43.17,40.0
2025-07-11 17:42:10,119678.0,43.17,40.0
2025-07-11 17:42:10,119159.0,43.17,40.0
2025-07-11 17:42:10,118547.0,43.17,40.0
2025-07-11 17:42:10,117871.0,43.17,40.0
2025-07-11 17:42:11,117170.0,43.17,40.0
2025-07-11 17:42:11,116369.0,43.17,40.0
2025-07-11 17:42:11,115535.0,43.17,40.0
2025-07-11 17:42:11,114955.0,43.17,40.0
2025-07-11 17:42:11,114542.0,43.17,40.0
2025-07-11 17:42:11,114336.0,43.17,40.0
2025-07-11 17:42:11,115107.0,43.17,40.0
2025-07-11 17:42:11,115234.0,43.17,40.0
2025-07-11 17:42:11,115377.0,43.17,40.0
2025-07-11 17:42:11,115547.0,43.17,40.0
2025-07-11 17:42:11,115760.0,43.17,40.0
2025-07-11 17:42:11,115883.0,43.17,40.0
2025-07-11 17:42:11,115989.0,43.17,40.0
2025-07-11 17:42:11,116088.0,43.17,40.0
2025-07-11 17:42:11,116263.0,43.17,40.0
2025-07-11 17:42:11,116312.0,43.17,40.0
2025-07-11 17:42:11,116009.0,43.17,40.0
2025-07-11 17:42:11,115849.0,43.17,40.0
2025-07-11 17:42:11,115755.0,43.17,40.0
2025-07-11 17:42:11,115776.0,43.17,40.0
2025-07-11 17:42:11,115781.0,43.17,40.0
2025-07-11 17:42:11,115739.0,43.17,40.0
2025-07-11 17:42:11,115703.0,43.17,40.0
2025-07-11 17:42:11,115722.0,43.17,40.0
2025-07-11 17:42:11,115732.0,43.17,40.0
2025-07-11 17:42:11,115775.0,43.17,40.0
2025-07-11 17:42:11,115829.0,43.17,40.0
2025-07-11 17:42:11,116314.0,43.17,40.0
2025-07-11 17:42:11,116398.0,43.17,40.0
2025-07-11 17:42:11,116494.0,43.17,40.0
2025-07-11 17:42:11,116553.0,43.17,40.0
2025-07-11 17:42:12,116613.0,43.17,40.0
2025-07-11 17:42:12,116710.0,43.17,40.0
2025-07-11 17:42:12,116804.0,43.17,40.0
2025-07-11 17:42:12,116838.0,43.17,40.0
2025-07-11 17:42:12,116856.0,43.17,40.0
2025-07-11 17:42:12,116945.0,43.17,40.0
2025-07-11 17:42:12,117002.0,43.17,40.0
2025-07-11 17:42:12,116684.0,43.17,40.0
2025-07-11 17:42:12,116485.0,43.17,40.0
2025-07-11 17:42:12,116365.0,43.17,40.0
2025-07-11 17:42:12,116336.0,43.17,40.0
2025-07-11 17:42:12,116361.0,43.17,40.0
2025-07-11 17:42:12,116363.0,43.17,40.0
2025-07-11 17:42:12,116355.0,43.17,40.0
2025-07-11 17:42:12,116382.0,43.17,40.0
2025-07-11 17:42:12,116436.0,43.17,40.0
2025-07-11 17:42:12,116468.0,43.17,40.0
2025-07-11 17:42:12,116532.0,43.17,40.0
2025-07-11 17:42:12,116945.0,43.17,40.0
2025-07-11 17:42:12,116974.0,43.17,40.0
2025-07-11 17:42:12,117076.0,43.17,40.0
2025-07-11 17:42:12,117147.0,43.17,40.0
2025-07-11 17:42:12,117215.0,43.17,40.0
2025-07-11 17:42:12,117246.0,43.17,40.0
2025-07-11 17:42:12,117375.0,43.17,40.0
2025-07-11 17:42:12,117375.0,43.17,40.0
2025-07-11 17:42:12,117400.0,4.15,40.0
2025-07-11 17:42:12,117461.0,4.15,40.0
2025-07-11 17:42:12,117548.0,4.15,40.0
2025-07-11 17:42:12,117480.0,4.15,40.0
2025-07-11 17:42:12,117316.0,4.15,40.0
2025-07-11 17:42:12,117147.0,4.15,40.0
2025-07-11 17:42:12,117054.0,4.15,40.0
2025-07-11 17:42:13,117079.0,4.15,40.0
2025-07-11 17:42:13,117078.0,4.15,40.0
2025-07-11 17:42:13,117094.0,4.15,40.0
2025-07-11 17:42:13,117074.0,4.15,40.0
2025-07-11 17:42:13,117138.0,4.15,40.0
2025-07-11 17:42:13,117162.0,4.15,40.0
2025-07-11 17:42:13,117223.0,4.15,40.0
2025-07-11 17:42:13,117283.0,4.15,40.0
2025-07-11 17:42:13,117717.0,4.15,40.0
2025-07-11 17:42:13,117799.0,4.15,40.0
2025-07-11 17:42:13,117918.0,4.15,40.0
2025-07-11 17:42:13,117947.0,4.15,40.0
2025-07-11 17:42:13,118018.0,4.15,40.0
2025-07-11 17:42:13,118091.0,4.15,40.0
2025-07-11 17:42:13,118163.0,4.15,40.0
2025-07-11 17:42:13,118227.0,4.15,40.0
2025-07-11 17:42:13,118278.0,4.15,40.0
2025-07-11 17:42:13,118395.0,4.15,40.0
2025-07-11 17:42:13,118490.0,4.15,40.0
2025-07-11 17:42:13,118534.0,4.15,40.0
2025-07-11 17:42:13,118401.0,4.15,40.0
2025-07-11 17:42:13,118194.0,4.15,40.0
2025-07-11 17:42:13,118059.0,4.15,40.0
2025-07-11 17:42:13,118035.0,4.15,40.0
2025-07-11 17:42:13,117997.0,4.15,40.0
2025-07-11 17:42:13,117993.0,4.15,40.0
2025-07-11 17:42:13,118013.0,4.15,40.0
2025-07-11 17:42:13,118028.0,4.15,40.0
2025-07-11 17:42:13,118012.0,4.15,40.0
2025-07-11 17:42:13,118018.0,4.15,40.0
2025-07-11 17:42:13,118091.0,4.15,40.0
2025-07-11 17:42:13,118205.0,4.15,40.0
2025-07-11 17:42:13,119592.0,4.15,40.0
2025-07-11 17:42:14,119485.0,4.15,40.0
2025-07-11 17:42:14,119393.0,4.15,40.0
2025-07-11 17:42:14,119282.0,4.15,40.0
2025-07-11 17:42:14,119174.0,4.15,40.0
2025-07-11 17:42:14,118937.0,4.15,40.0
2025-07-11 17:42:14,118674.0,4.15,40.0
2025-07-11 17:42:14,118461.0,4.15,40.0
2025-07-11 17:42:14,118315.0,4.15,40.0
2025-07-11 17:42:14,118170.0,4.15,40.0
2025-07-11 17:42:14,117995.0,4.15,40.0
2025-07-11 17:42:14,117809.0,4.15,40.0
2025-07-11 17:42:14,116577.0,4.15,40.0
2025-07-11 17:42:14,116345.0,4.15,40.0
2025-07-11 17:42:14,116198.0,4.15,40.0
2025-07-11 17:42:14,116148.0,4.15,40.0
2025-07-11 17:42:14,116140.0,4.15,40.0
2025-07-11 17:42:14,116340.0,4.15,40.0
2025-07-11 17:42:14,116696.0,4.15,40.0
2025-07-11 17:42:14,117086.0,4.15,40.0
2025-07-11 17:42:14,117326.0,4.15,40.0
2025-07-11 17:42:14,117480.0,4.15,40.0
2025-07-11 17:42:14,117551.0,4.15,40.0
2025-07-11 17:42:14,117730.0,4.15,40.0
2025-07-11 17:42:14,118830.0,4.15,40.0
2025-07-11 17:42:14,119019.0,4.15,40.0
2025-07-11 17:42:14,119101.0,4.15,40.0
2025-07-11 17:42:14,119208.0,4.15,40.0
2025-07-11 17:42:14,119216.0,4.15,40.0
2025-07-11 17:42:14,119201.0,4.15,40.0
2025-07-11 17:42:14,119203.0,4.15,40.0
2025-07-11 17:42:14,119245.0,4.15,40.0
2025-07-11 17:42:14,119282.0,4.15,40.0
2025-07-11 17:42:14,119363.0,4.15,40.0
2025-07-11 17:42:15,119480.0,4.15,40.0
2025-07-11 17:42:15,119587.0,4.15,40.0
2025-07-11 17:42:15,119326.0,4.15,40.0
2025-07-11 17:42:15,119292.0,4.15,40.0
2025-07-11 17:42:15,119217.0,4.15,40.0
2025-07-11 17:42:15,119132.0,4.15,40.0
2025-07-11 17:42:15,119119.0,4.15,40.0
2025-07-11 17:42:15,119004.0,4.15,40.0
2025-07-11 17:42:15,118976.0,4.15,40.0
2025-07-11 17:42:15,118971.0,4.15,40.0
2025-07-11 17:42:15,119056.0,4.15,40.0
2025-07-11 17:42:15,119086.0,4.15,40.0
2025-07-11 17:42:15,119118.0,4.15,40.0
2025-07-11 17:42:15,119147.0,4.15,40.0
2025-07-11 17:42:15,119504.0,4.15,40.0
2025-07-11 17:42:15,119634.0,4.15,40.0
2025-07-11 17:42:15,119692.0,4.15,40.0
2025-07-11 17:42:15,119745.0,4.15,40.0
2025-07-11 17:42:15,119799.0,4.15,40.0
2025-07-11 17:42:15,119911.0,4.15,40.0
2025-07-11 17:42:15,119966.0,4.15,40.0
2025-07-11 17:42:15,119989.0,4.15,40.0
2025-07-11 17:42:15,119993.0,4.15,40.0
2025-07-11 17:42:15,120025.0,4.15,40.0
2025-07-11 17:42:15,120038.0,4.15,40.0
2025-07-11 17:42:15,120034.0,4.15,40.0
2025-07-11 17:42:15,118893.0,4.15,40.0
2025-07-11 17:42:15,118858.0,4.15,40.0
2025-07-11 17:42:15,118854.0,4.15,40.0
2025-07-11 17:42:15,118805.0,4.15,40.0
2025-07-11 17:42:15,118766.0,4.15,40.0
2025-07-11 17:42:15,118785.0,4.15,40.0
2025-07-11 17:42:15,118903.0,4.15,40.0
2025-07-11 17:42:16,118984.0,4.15,40.0
2025-07-11 17:42:16,118994.0,4.15,40.0
2025-07-11 17:42:16,118991.0,4.15,40.0
2025-07-11 17:42:16,119043.0,4.15,40.0
2025-07-11 17:42:16,119081.0,4.15,40.0
2025-07-11 17:42:16,119536.0,4.15,40.0
2025-07-11 17:42:16,119610.0,4.15,40.0
2025-07-11 17:42:16,119662.0,4.15,40.0
2025-07-11 17:42:16,119703.0,4.15,40.0
2025-07-11 17:42:16,119822.0,4.15,40.0
2025-07-11 17:42:16,119867.0,4.15,40.0
2025-07-11 17:42:16,119952.0,4.15,40.0
2025-07-11 17:42:16,120003.0,4.15,40.0
2025-07-11 17:42:16,120090.0,4.15,40.0
2025-07-11 17:42:16,120096.0,4.15,40.0
2025-07-11 17:42:16,120032.0,4.15,40.0
2025-07-11 17:42:16,119927.0,4.15,40.0
2025-07-11 17:42:16,119410.0,4.15,40.0
2025-07-11 17:42:16,119456.0,4.15,40.0
2025-07-11 17:42:16,119541.0,4.15,40.0
2025-07-11 17:42:16,119641.0,4.15,40.0
2025-07-11 17:42:16,119781.0,4.15,40.0
2025-07-11 17:42:16,119971.0,4.15,40.0
2025-07-11 17:42:16,120113.0,4.15,40.0
2025-07-11 17:42:16,120212.0,4.15,40.0
2025-07-11 17:42:16,120302.0,4.15,40.0
2025-07-11 17:42:16,120396.0,4.15,40.0
2025-07-11 17:42:16,120359.0,4.15,40.0
2025-07-11 17:42:16,120369.0,4.15,40.0
2025-07-11 17:42:16,120672.0,4.15,40.0
2025-07-11 17:42:16,120698.0,4.15,40.0
2025-07-11 17:42:16,120766.0,4.15,40.0
2025-07-11 17:42:16,120771.0,4.15,40.0
2025-07-11 17:42:17,120753.0,4.15,40.0
2025-07-11 17:42:17,120753.0,4.15,40.0
2025-07-11 17:42:17,120839.0,4.15,40.0
2025-07-11 17:42:17,120883.0,4.15,40.0
2025-07-11 17:42:17,120881.0,4.15,40.0
2025-07-11 17:42:17,120779.0,4.15,40.0
2025-07-11 17:42:17,120614.0,4.15,40.0
2025-07-11 17:42:17,120391.0,4.15,40.0
2025-07-11 17:42:17,119922.0,4.15,40.0
2025-07-11 17:42:17,119920.0,4.15,40.0
2025-07-11 17:42:17,119938.0,4.15,40.0
2025-07-11 17:42:17,119994.0,4.15,40.0
2025-07-11 17:42:17,120110.0,4.15,40.0
2025-07-11 17:42:17,120132.0,4.15,40.0
2025-07-11 17:42:17,120158.0,4.15,40.0
2025-07-11 17:42:17,120201.0,4.15,40.0
2025-07-11 17:42:17,120250.0,4.15,40.0
2025-07-11 17:42:17,120245.0,4.15,40.0
2025-07-11 17:42:17,120264.0,4.15,40.0
2025-07-11 17:42:17,120315.0,4.15,40.0
2025-07-11 17:42:17,120552.0,4.15,40.0
2025-07-11 17:42:17,120600.0,4.15,40.0
2025-07-11 17:42:17,120618.0,4.15,40.0
2025-07-11 17:42:17,120608.0,4.15,40.0
2025-07-11 17:42:17,120614.0,4.15,40.0
2025-07-11 17:42:17,120697.0,4.15,40.0
2025-07-11 17:42:17,120719.0,11.97,40.0
2025-07-11 17:42:17,120749.0,11.97,40.0
2025-07-11 17:42:17,120713.0,11.97,40.0
2025-07-11 17:42:17,120621.0,11.97,40.0
2025-07-11 17:42:17,120402.0,11.97,40.0
2025-07-11 17:42:17,120065.0,11.97,40.0
2025-07-11 17:42:17,120100.0,11.97,40.0
2025-07-11 17:42:18,120136.0,11.97,40.0
2025-07-11 17:42:18,120213.0,11.97,40.0
2025-07-11 17:42:18,120304.0,11.97,40.0
2025-07-11 17:42:18,120348.0,11.97,40.0
2025-07-11 17:42:18,120375.0,11.97,40.0
2025-07-11 17:42:18,120463.0,11.97,40.0
2025-07-11 17:42:18,120495.0,11.97,40.0
2025-07-11 17:42:18,120487.0,11.97,40.0
2025-07-11 17:42:18,120496.0,11.97,40.0
2025-07-11 17:42:18,120808.0,11.97,40.0
2025-07-11 17:42:18,120860.0,11.97,40.0
2025-07-11 17:42:18,120932.0,11.97,40.0
2025-07-11 17:42:18,120953.0,11.97,40.0
2025-07-11 17:42:18,120977.0,93.17,55.0
2025-07-11 17:42:18,121010.0,93.17,55.0
2025-07-11 17:42:18,121085.0,93.17,55.0
2025-07-11 17:42:18,120983.0,93.17,55.0
2025-07-11 17:42:18,120802.0,93.17,55.0
2025-07-11 17:42:18,120625.0,93.17,55.0
2025-07-11 17:42:18,120531.0,93.17,55.0
2025-07-11 17:42:18,120376.0,93.17,55.0
2025-07-11 17:42:18,120407.0,93.17,55.0
2025-07-11 17:42:18,120438.0,93.17,55.0
2025-07-11 17:42:18,120445.0,93.17,55.0
2025-07-11 17:42:18,120527.0,93.17,55.0
2025-07-11 17:42:18,120557.0,93.17,55.0
2025-07-11 17:42:18,120547.0,93.17,55.0
2025-07-11 17:42:18,120563.0,93.17,55.0
2025-07-11 17:42:18,120616.0,93.17,55.0
2025-07-11 17:42:18,120637.0,93.17,55.0
2025-07-11 17:42:18,120626.0,93.17,55.0
2025-07-11 17:42:18,120827.0,93.17,55.0
2025-07-11 17:42:19,120860.0,93.17,55.0
2025-07-11 17:42:19,120887.0,93.17,55.0
2025-07-11 17:42:19,120960.0,93.17,55.0
2025-07-11 17:42:19,120959.0,93.17,55.0
2025-07-11 17:42:19,120970.0,93.17,55.0
2025-07-11 17:42:19,120951.0,82.64,60.0
2025-07-11 17:42:19,120816.0,82.64,60.0
2025-07-11 17:42:19,120594.0,82.64,60.0
2025-07-11 17:42:19,120396.0,82.64,60.0
2025-07-11 17:42:19,120153.0,82.64,60.0
2025-07-11 17:42:19,120142.0,82.64,60.0
2025-07-11 17:42:19,120238.0,82.64,60.0
2025-07-11 17:42:19,120239.0,82.64,60.0
2025-07-11 17:42:19,120256.0,82.64,60.0
2025-07-11 17:42:19,120258.0,82.64,60.0
2025-07-11 17:42:19,120314.0,82.64,60.0
2025-07-11 17:42:19,120291.0,82.64,60.0
2025-07-11 17:42:19,120311.0,82.64,60.0
2025-07-11 17:42:19,120332.0,82.64,60.0
2025-07-11 17:42:19,120399.0,82.64,60.0
2025-07-11 17:42:19,120552.0,82.64,60.0
2025-07-11 17:42:19,120610.0,82.64,60.0
2025-07-11 17:42:19,120625.0,82.64,60.0
2025-07-11 17:42:19,120639.0,82.64,60.0
2025-07-11 17:42:19,120678.0,82.64,60.0
2025-07-11 17:42:19,120716.0,82.64,60.0
2025-07-11 17:42:19,120715.0,82.64,60.0
2025-07-11 17:42:19,120738.0,82.64,60.0
2025-07-11 17:42:19,120777.0,82.64,60.0
2025-07-11 17:42:19,120635.0,82.64,60.0
2025-07-11 17:42:19,120432.0,82.64,60.0
2025-07-11 17:42:19,119973.0,82.64,60.0
2025-07-11 17:42:20,119939.0,66.23,71.0
2025-07-11 17:42:20,119979.0,66.23,71.0
2025-07-11 17:42:20,120043.0,66.23,71.0
2025-07-11 17:42:20,120084.0,66.23,71.0
2025-07-11 17:42:20,120111.0,66.23,71.0
2025-07-11 17:42:20,120198.0,66.23,71.0
2025-07-11 17:42:20,120221.0,66.23,71.0
2025-07-11 17:42:20,120237.0,66.23,71.0
2025-07-11 17:42:20,120237.0,66.23,71.0
2025-07-11 17:42:20,120294.0,66.23,71.0
2025-07-11 17:42:20,120392.0,66.23,71.0
2025-07-11 17:42:20,120445.0,66.23,71.0
2025-07-11 17:42:20,120419.0,66.23,71.0
2025-07-11 17:42:20,120432.0,66.23,71.0
2025-07-11 17:42:20,120444.0,66.23,71.0
2025-07-11 17:42:20,120537.0,66.23,71.0
2025-07-11 17:42:20,120541.0,66.23,71.0
2025-07-11 17:42:20,120571.0,66.23,71.0
2025-07-11 17:42:20,120616.0,66.23,71.0
2025-07-11 17:42:20,120652.0,66.23,71.0
2025-07-11 17:42:20,119920.0,66.23,71.0
2025-07-11 17:42:20,119906.0,66.23,71.0
2025-07-11 17:42:20,119879.0,66.23,71.0
2025-07-11 17:42:20,119844.0,85.23,81.0
2025-07-11 17:42:20,119932.0,85.23,81.0
2025-07-11 17:42:20,119969.0,85.23,81.0
2025-07-11 17:42:20,120022.0,85.23,81.0
2025-07-11 17:42:20,120072.0,85.23,81.0
2025-07-11 17:42:20,120153.0,85.23,81.0
2025-07-11 17:42:20,120181.0,85.23,81.0
2025-07-11 17:42:20,120188.0,85.23,81.0
2025-07-11 17:42:21,120418.0,85.23,81.0
2025-07-11 17:42:21,120461.0,85.23,81.0
2025-07-11 17:42:21,120524.0,85.23,81.0
2025-07-11 17:42:21,120616.0,85.23,81.0
2025-07-11 17:42:21,120634.0,85.23,81.0
2025-07-11 17:42:21,120637.0,85.23,81.0
2025-07-11 17:42:21,120696.0,85.23,81.0
2025-07-11 17:42:21,120712.0,85.23,81.0
2025-07-11 17:42:21,120708.0,85.23,81.0
2025-07-11 17:42:21,120702.0,85.23,81.0
2025-07-11 17:42:21,120780.0,123.97,89.0
2025-07-11 17:42:21,120029.0,123.97,89.0
2025-07-11 17:42:21,120049.0,123.97,89.0
2025-07-11 17:42:21,120032.0,123.97,89.0
